[H2(g)](M),[O2(g)](M),[C(g)](M),[N2(g)](M),R_X(M/s),R_Y(M/s),R_Z(M/s),R_W(M/s),R_V(M/s),R_U(M/s)
5.00E+00,1.00E-01,5.00E+00,5.00E+00,6.86E+01,9.96E+00,1.31E+09,2.43E+05,6.18E+00,1.46E+07
5.00E+00,5.00E-01,1.00E-02,1.00E-02,1.39E-03,8.95E-04,4.17E-06,6.23E-17,1.24E-04,7.41E-21
5.00E+00,5.00E-01,1.00E-02,5.00E-02,1.37E-03,2.01E-03,9.35E-06,6.16E-17,1.26E-04,1.66E-20
5.00E+00,5.00E-01,1.00E-02,1.00E-01,1.38E-03,2.85E-03,1.32E-05,6.23E-17,1.24E-04,2.34E-20
5.00E+00,5.00E-01,1.00E-02,5.00E-01,1.38E-03,6.32E-03,2.91E-05,6.16E-17,1.25E-04,5.31E-20
5.00E+00,5.00E-01,1.00E-02,1.00E+00,1.39E-03,8.99E-03,4.15E-05,6.15E-17,1.25E-04,7.40E-20
5.00E+00,5.00E-01,1.00E-02,5.00E+00,1.37E-03,2.01E-02,9.25E-05,6.13E-17,1.25E-04,1.66E-19
5.00E+00,5.00E-01,5.00E-02,1.00E-02,3.42E-02,4.43E-03,1.29E-02,2.42E-11,3.11E-03,7.29E-14
5.00E+00,5.00E-01,5.00E-02,5.00E-02,3.47E-02,1.01E-02,2.89E-02,2.42E-11,3.18E-03,1.63E-13
5.00E+00,5.00E-01,5.00E-02,1.00E-01,3.44E-02,1.42E-02,4.06E-02,2.43E-11,3.16E-03,2.28E-13
5.00E+00,5.00E-01,5.00E-02,5.00E-01,3.47E-02,3.17E-02,9.11E-02,2.40E-11,3.07E-03,5.18E-13
5.00E+00,5.00E-01,5.00E-02,1.00E+00,3.47E-02,4.50E-02,1.30E-01,2.44E-11,3.10E-03,7.27E-13
5.00E+00,5.00E-01,5.00E-02,5.00E+00,3.45E-02,1.00E-01,2.91E-01,2.42E-11,3.18E-03,1.62E-12
5.00E+00,5.00E-01,1.00E-01,1.00E-02,1.37E-01,9.00E-03,4.12E-01,6.19E-09,1.27E-02,7.41E-11
5.00E+00,5.00E-01,1.00E-01,5.00E-02,1.38E-01,2.00E-02,9.21E-01,6.21E-09,1.23E-02,1.65E-10
5.00E+00,5.00E-01,1.00E-01,1.00E-01,1.37E-01,2.85E-02,1.31E+00,6.22E-09,1.25E-02,2.33E-10
5.00E+00,5.00E-01,1.00E-01,5.00E-01,1.38E-01,6.33E-02,2.94E+00,6.13E-09,1.27E-02,5.24E-10
5.00E+00,5.00E-01,1.00E-01,1.00E+00,1.38E-01,8.89E-02,4.17E+00,6.17E-09,1.27E-02,7.52E-10
5.00E+00,5.00E-01,1.00E-01,5.00E+00,1.37E-01,2.02E-01,9.32E+00,6.15E-09,1.24E-02,1.67E-09
5.00E+00,5.00E-01,5.00E-01,1.00E-02,3.44E+00,4.49E-02,1.29E+03,2.40E-03,3.16E-01,7.31E-04
5.00E+00,5.00E-01,5.00E-01,5.00E-02,3.41E+00,9.97E-02,2.91E+03,2.43E-03,3.14E-01,1.63E-03
5.00E+00,5.00E-01,5.00E-01,1.00E-01,3.45E+00,1.40E-01,4.08E+03,2.41E-03,3.14E-01,2.28E-03
5.00E+00,5.00E-01,5.00E-01,5.00E-01,3.47E+00,3.15E-01,9.23E+03,2.44E-03,3.13E-01,5.10E-03
5.00E+00,5.00E-01,5.00E-01,1.00E+00,3.46E+00,4.49E-01,1.29E+04,2.41E-03,3.08E-01,7.21E-03
5.00E+00,5.00E-01,5.00E-01,5.00E+00,3.41E+00,9.93E-01,2.89E+04,2.41E-03,3.09E-01,1.61E-02
5.00E+00,5.00E-01,1.00E+00,1.00E-02,1.36E+01,9.03E-02,4.16E+04,6.19E-01,1.25E+00,7.52E-01
5.00E+00,5.00E-01,1.00E+00,5.00E-02,1.36E+01,1.99E-01,9.27E+04,6.14E-01,1.25E+00,1.67E+00
5.00E+00,5.00E-01,1.00E+00,1.00E-01,1.36E+01,2.83E-01,1.30E+05,6.23E-01,1.25E+00,2.36E+00
5.00E+00,5.00E-01,1.00E+00,5.00E-01,1.38E+01,6.38E-01,2.92E+05,6.16E-01,1.25E+00,5.30E+00
5.00E+00,5.00E-01,1.00E+00,1.00E+00,1.39E+01,8.98E-01,4.17E+05,6.24E-01,1.25E+00,7.47E+00
5.00E+00,5.00E-01,1.00E+00,5.00E+00,1.39E+01,2.00E+00,9.37E+05,6.18E-01,1.27E+00,1.66E+01
5.00E+00,5.00E-01,5.00E+00,1.00E-02,3.42E+02,4.46E-01,1.29E+08,2.41E+05,3.08E+01,7.35E+06
5.00E+00,5.00E-01,5.00E+00,5.00E-02,3.41E+02,1.01E+00,2.91E+08,2.40E+05,3.17E+01,1.64E+07
5.00E+00,5.00E-01,5.00E+00,1.00E-01,3.43E+02,1.43E+00,4.13E+08,2.40E+05,3.12E+01,2.32E+07
5.00E+00,5.00E-01,5.00E+00,5.00E-01,3.46E+02,3.19E+00,9.15E+08,2.41E+05,3.12E+01,5.12E+07
5.00E+00,5.00E-01,5.00E+00,1.00E+00,3.45E+02,4.48E+00,1.29E+09,2.40E+05,3.11E+01,7.28E+07
5.00E+00,5.00E-01,5.00E+00,5.00E+00,3.45E+02,9.99E+00,2.87E+09,2.44E+05,3.08E+01,1.63E+08
5.00E+00,1.00E+00,1.00E-02,1.00E-02,2.74E-03,8.94E-04,5.88E-06,6.23E-17,2.49E-04,2.12E-20
5.00E+00,1.00E+00,1.00E-02,5.00E-02,2.73E-03,2.01E-03,1.31E-05,6.21E-17,2.47E-04,4.70E-20
5.00E+00,1.00E+00,1.00E-02,1.00E-01,2.73E-03,2.80E-03,1.84E-05,6.24E-17,2.51E-04,6.66E-20
5.00E+00,1.00E+00,1.00E-02,5.00E-01,2.75E-03,6.29E-03,4.15E-05,6.18E-17,2.48E-04,1.50E-19
5.00E+00,1.00E+00,1.00E-02,1.00E+00,2.77E-03,8.95E-03,5.86E-05,6.14E-17,2.55E-04,2.13E-19
5.00E+00,1.00E+00,1.00E-02,5.00E+00,2.77E-03,2.00E-02,1.30E-04,6.13E-17,2.46E-04,4.68E-19
5.00E+00,1.00E+00,5.00E-02,1.00E-02,6.85E-02,4.51E-03,1.84E-02,2.43E-11,6.27E-03,2.06E-13
5.00E+00,1.00E+00,5.00E-02,5.00E-02,6.87E-02,1.01E-02,4.08E-02,2.42E-11,6.18E-03,4.60E-13
5.00E+00,1.00E+00,5.00E-02,1.00E-01,6.88E-02,1.40E-02,5.85E-02,2.39E-11,6.32E-03,6.51E-13
5.00E+00,1.00E+00,5.00E-02,5.00E-01,6.95E-02,3.17E-02,1.31E-01,2.42E-11,6.19E-03,1.45E-12
5.00E+00,1.00E+00,5.00E-02,1.00E+00,6.84E-02,4.52E-02,1.82E-01,2.41E-11,6.13E-03,2.04E-12
5.00E+00,1.00E+00,5.00E-02,5.00E+00,6.86E-02,9.91E-02,4.13E-01,2.40E-11,6.32E-03,4.56E-12
5.00E+00,1.00E+00,1.00E-01,1.00E-02,2.77E-01,8.87E-03,5.91E-01,6.22E-09,2.49E-02,2.11E-10
5.00E+00,1.00E+00,1.00E-01,5.00E-02,2.73E-01,2.00E-02,1.32E+00,6.25E-09,2.54E-02,4.70E-10
5.00E+00,1.00E+00,1.00E-01,1.00E-01,2.76E-01,2.84E-02,1.86E+00,6.22E-09,2.45E-02,6.64E-10
5.00E+00,1.00E+00,1.00E-01,5.00E-01,2.74E-01,6.36E-02,4.12E+00,6.17E-09,2.47E-02,1.50E-09
5.00E+00,1.00E+00,1.00E-01,1.00E+00,2.75E-01,8.94E-02,5.86E+00,6.23E-09,2.48E-02,2.09E-09
5.00E+00,1.00E+00,1.00E-01,5.00E+00,2.73E-01,1.99E-01,1.31E+01,6.24E-09,2.51E-02,4.73E-09
5.00E+00,1.00E+00,5.00E-01,1.00E-02,6.85E+00,4.49E-02,1.82E+03,2.43E-03,6.21E-01,2.05E-03
5.00E+00,1.00E+00,5.00E-01,5.00E-02,6.90E+00,9.95E-02,4.11E+03,2.44E-03,6.27E-01,4.61E-03
5.00E+00,1.00E+00,5.00E-01,1.00E-01,6.83E+00,1.42E-01,5.85E+03,2.42E-03,6.27E-01,6.52E-03
5.00E+00,1.00E+00,5.00E-01,5.00E-01,6.86E+00,3.14E-01,1.31E+04,2.41E-03,6.20E-01,1.47E-02
5.00E+00,1.00E+00,5.00E-01,1.00E+00,6.82E+00,4.45E-01,1.85E+04,2.42E-03,6.27E-01,2.04E-02
5.00E+00,1.00E+00,5.00E-01,5.00E+00,6.82E+00,9.91E-01,4.13E+04,2.43E-03,6.21E-01,4.60E-02
5.00E+00,1.00E+00,1.00E+00,1.00E-02,2.73E+01,8.92E-02,5.92E+04,6.21E-01,2.52E+00,2.10E+00
5.00E+00,1.00E+00,1.00E+00,5.00E-02,2.74E+01,2.01E-01,1.31E+05,6.24E-01,2.50E+00,4.69E+00
5.00E+00,1.00E+00,1.00E+00,1.00E-01,2.75E+01,2.85E-01,1.85E+05,6.16E-01,2.54E+00,6.68E+00
5.00E+00,1.00E+00,1.00E+00,5.00E-01,2.75E+01,6.28E-01,4.13E+05,6.18E-01,2.52E+00,1.48E+01
5.00E+00,1.00E+00,1.00E+00,1.00E+00,2.77E+01,9.01E-01,5.89E+05,6.15E-01,2.52E+00,2.11E+01
5.00E+00,1.00E+00,1.00E+00,5.00E+00,2.78E+01,2.00E+00,1.32E+06,6.25E-01,2.53E+00,4.70E+01
5.00E+00,1.00E+00,5.00E+00,1.00E-02,6.92E+02,4.45E-01,1.82E+08,2.42E+05,6.23E+01,2.08E+07
5.00E+00,1.00E+00,5.00E+00,5.00E-02,6.90E+02,9.93E-01,4.13E+08,2.41E+05,6.37E+01,4.58E+07
5.00E+00,1.00E+00,5.00E+00,1.00E-01,6.83E+02,1.42E+00,5.76E+08,2.40E+05,6.18E+01,6.52E+07
5.00E+00,1.00E+00,5.00E+00,5.00E-01,6.82E+02,3.18E+00,1.31E+09,2.41E+05,6.20E+01,1.47E+08
5.00E+00,1.00E+00,5.00E+00,1.00E+00,6.89E+02,4.43E+00,1.85E+09,2.44E+05,6.27E+01,2.06E+08
5.00E+00,1.00E+00,5.00E+00,5.00E+00,6.90E+02,9.91E+00,4.12E+09,2.43E+05,6.36E+01,4.59E+08
5.00E+00,5.00E+00,1.00E-02,1.00E-02,1.38E-02,8.95E-04,1.30E-05,6.23E-17,1.25E-03,2.34E-19
5.00E+00,5.00E+00,1.00E-02,5.00E-02,1.37E-02,2.00E-03,2.95E-05,6.20E-17,1.26E-03,5.25E-19
5.00E+00,5.00E+00,1.00E-02,1.00E-01,1.37E-02,2.81E-03,4.16E-05,6.14E-17,1.23E-03,7.43E-19
5.00E+00,5.00E+00,1.00E-02,5.00E-01,1.37E-02,6.31E-03,9.29E-05,6.15E-17,1.25E-03,1.65E-18
5.00E+00,5.00E+00,1.00E-02,1.00E+00,1.38E-02,8.91E-03,1.32E-04,6.15E-17,1.26E-03,2.37E-18
5.00E+00,5.00E+00,1.00E-02,5.00E+00,1.37E-02,1.99E-02,2.94E-04,6.13E-17,1.26E-03,5.26E-18
5.00E+00,5.00E+00,5.00E-02,1.00E-02,3.42E-01,4.50E-03,4.11E-02,2.40E-11,3.09E-02,2.31E-12
5.00E+00,5.00E+00,5.00E-02,5.00E-02,3.46E-01,1.00E-02,9.15E-02,2.40E-11,3.19E-02,5.12E-12
5.00E+00,5.00E+00,5.00E-02,1.00E-01,3.47E-01,1.41E-02,1.30E-01,2.41E-11,3.08E-02,7.33E-12
5.00E+00,5.00E+00,5.00E-02,5.00E-01,3.45E-01,3.18E-02,2.89E-01,2.43E-11,3.15E-02,1.63E-11
5.00E+00,5.00E+00,5.00E-02,1.00E+00,3.45E-01,4.44E-02,4.14E-01,2.42E-11,3.14E-02,2.29E-11
5.00E+00,5.00E+00,5.00E-02,5.00E+00,3.42E-01,1.01E-01,9.25E-01,2.40E-11,3.17E-02,5.19E-11
5.00E+00,5.00E+00,1.00E-01,1.00E-02,1.37E+00,8.90E-03,1.30E+00,6.24E-09,1.25E-01,2.37E-09
5.00E+00,5.00E+00,1.00E-01,5.00E-02,1.36E+00,2.01E-02,2.96E+00,6.14E-09,1.25E-01,5.23E-09
5.00E+00,5.00E+00,1.00E-01,1.00E-01,1.36E+00,2.81E-02,4.15E+00,6.24E-09,1.27E-01,7.45E-09
5.00E+00,5.00E+00,1.00E-01,5.00E-01,1.37E+00,6.30E-02,9.36E+00,6.24E-09,1.23E-01,1.68E-08
5.00E+00,5.00E+00,1.00E-01,1.00E+00,1.38E+00,8.90E-02,1.30E+01,6.17E-09,1.26E-01,2.35E-08
5.00E+00,5.00E+00,1.00E-01,5.00E+00,1.38E+00,1.98E-01,2.92E+01,6.23E-09,1.25E-01,5.23E-08
5.00E+00,5.00E+00,5.00E-01,1.00E-02,3.43E+01,4.50E-02,4.14E+03,2.40E-03,3.10E+00,2.28E-02
5.00E+00,5.00E+00,5.00E-01,5.00E-02,3.43E+01,1.00E-01,9.12E+03,2.40E-03,3.10E+00,5.17E-02
5.00E+00,5.00E+00,5.00E-01,1.00E-01,3.44E+01,1.41E-01,1.30E+04,2.42E-03,3.11E+00,7.25E-02
5.00E+00,5.00E+00,5.00E-01,5.00E-01,3.41E+01,3.16E-01,2.92E+04,2.42E-03,3.17E+00,1.63E-01
5.00E+00,5.00E+00,5.00E-01,1.00E+00,3.42E+01,4.49E-01,4.13E+04,2.43E-03,3.08E+00,2.32E-01
5.00E+00,5.00E+00,5.00E-01,5.00E+00,3.42E+01,1.00E+00,9.21E+04,2.43E-03,3.09E+00,5.12E-01
5.00E+00,5.00E+00,1.00E+00,1.00E-02,1.37E+02,8.98E-02,1.32E+05,6.25E-01,1.27E+01,2.36E+01
5.00E+00,5.00E+00,1.00E+00,5.00E-02,1.38E+02,2.00E-01,2.94E+05,6.20E-01,1.23E+01,5.27E+01
5.00E+00,5.00E+00,1.00E+00,1.00E-01,1.36E+02,2.80E-01,4.18E+05,6.20E-01,1.24E+01,7.41E+01
5.00E+00,5.00E+00,1.00E+00,5.00E-01,1.39E+02,6.31E-01,9.26E+05,6.16E-01,1.24E+01,1.67E+02
5.00E+00,5.00E+00,1.00E+00,1.00E+00,1.37E+02,9.02E-01,1.31E+06,6.17E-01,1.26E+01,2.35E+02
5.00E+00,5.00E+00,1.00E+00,5.00E+00,1.37E+02,2.00E+00,2.92E+06,6.21E-01,1.26E+01,5.23E+02
5.00E+00,5.00E+00,5.00E+00,1.00E-02,3.41E+03,4.45E-01,4.10E+08,2.43E+05,3.18E+02,2.32E+08
5.00E+00,5.00E+00,5.00E+00,5.00E-02,3.42E+03,1.00E+00,9.19E+08,2.42E+05,3.08E+02,5.14E+08
5.00E+00,5.00E+00,5.00E+00,1.00E-01,3.45E+03,1.43E+00,1.29E+09,2.39E+05,3.19E+02,7.29E+08
5.00E+00,5.00E+00,5.00E+00,5.00E-01,3.43E+03,3.17E+00,2.87E+09,2.42E+05,3.15E+02,1.62E+09
5.00E+00,5.00E+00,5.00E+00,1.00E+00,3.47E+03,4.49E+00,4.10E+09,2.40E+05,3.16E+02,2.32E+09
5.00E+00,5.00E+00,5.00E+00,5.00E+00,3.44E+03,1.00E+01,9.10E+09,2.41E+05,3.11E+02,5.15E+09
